id,pergunta,resposta,arquivo_fonte
177,"qual tecnica adequada para preparação alcoolica cirurgica das mãos?
","Para a fricção antisséptica das mãos (com preparações alcoólicas), aplique a preparação alcoólica em quantidade suficiente para cobrir toda a superfície das mãos e siga os mesmos passos da higiene simples das mãos. Ao final, deixe secar as mãos naturalmente, sem utilização de papel-toalha. A fricção antisséptica das mãos dura em média 30 segundos. A fricção antisséptica das mãos não deve ser realizada quando as mãos estiverem visivelmente sujas. Neste caso, optar pela lavagem com água e sabão. Após, no máximo 10 aplicações de preparação alcoólica, lavar as mãos com água e sabonete, pois acima desse quantitativo, a solução adere sujidade e torna-se fonte de contaminação.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.001 HIGIENIZAÇÃO DAS MÃOS V.04.docx
178,Como redefinir uma senha?,Não consigo responder a essa pergunta com base nos documentos fornecidos.,Esta resposta foi formulada com base no(s) documento(s): 
179,Quais os procedimentos para uso correto de máscaras cirúrgicas para segurança do trabalhador? ,"O documento POP.CCIH.006 Adotar medidas de precaução para gotículas v.04 informa que em caso de transporte do paciente, o mesmo deverá utilizar máscara cirúrgica descartável.",Esta resposta foi formulada com base no(s) documento(s): POP.CCIH.006 Adotar medidas de precaução para gotículas v.04.docx
180,"Como faço a solicitação de liberação para participar de capacitação?
",Os documentos fornecidos não mencionam como solicitar a liberação para participar de uma capacitação.,Esta resposta foi formulada com base no(s) documento(s): 
181,"Como faço para elaborar um projeto de capacitação?
","Para elaborar um projeto de capacitação, siga as orientações para preenchimento do Projeto Básico de Capacitação. A justificativa deve apresentar o contexto da necessidade da capacitação, fundamentando a importância da ação com base em normativas, avaliações ou demandas específicas, com tom objetivo e técnico. O objetivo deve descrever de forma clara e mensurável as melhorias esperadas e as competências a serem desenvolvidas.",Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.001 ELABORAR PROJETO DE CAPACITAÇÃO V.03.docx
182,"Quais os TIPOS DE EVENTOS NAS AÇÕES DE CAPACITAÇÃO previstos no POP.DIVGP.001? 

","O POP.DIVGP.001 lista os seguintes tipos de eventos nas ações de capacitação: Encontro, Feira, Fórum, Jornada, Mesa redonda, Minicurso, Oficina, Palestra, Treinamento, Curso, Curso a distância, Curso semipresencial, Reunião, Roda de conversa, Seminário, Simpósio, Workshop e Simulação Clínica.",Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.001 ELABORAR PROJETO DE CAPACITAÇÃO V.03.docx
183,"Como faço o cadastro dos horários excepcionais de trabalho dos empregados EBSERH no sistema SIGP/Mentorh

","Para cadastrar os horários excepcionais de trabalho dos empregados EBSERH no sistema SIGP/Mentorh, siga estes passos:

1.  Acesse o sistema através do link https://sigp.ebserh.gov.br/csp/ebserh/index.csp.
2.  Clique em ""Frequência"" e, em seguida, em ""Horário"" e ""Cadastro de Horário Individual"".
3.  Digite o número do SIAPE do empregado no campo ""Matrícula"". O nome do empregado e o horário individual cadastrado aparecerão.
4.  Lance no sistema apenas as excepcionalidades, ou seja, insira como horário excepcional somente o que for diferente do horário individual cadastrado, DSR e Sem Jornada no campo ""Cadastro de horário Excepcional"".

Após o lançamento da escala de trabalho, o processo contendo a escala recebida será devolvido ao gestor com um despacho utilizando o texto padrão contido no SEI ""Escala Lançada"".",Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.002 RECEBER E LANÇAR ESCALAS DE TRABALHO NO SISTEMA SIGP MENTORH.docx
184,"Qual o prazo para entrega das escalas? 

","A escala de trabalho deve ser recebida pela Divisão de Gestão de Pessoas (DIVGP) até o dia 15 do mês antecedente à escala de referência. Caso a escala seja entregue após essa data limite, o cadastramento dos horários de trabalho dos empregados no sistema SIGP/MENTORH ficará sob responsabilidade do gestor.",Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.002 RECEBER E LANÇAR ESCALAS DE TRABALHO NO SISTEMA SIGP MENTORH.docx
185,"O que o NAA deve verificar nas escalas quando recebe das unidades? 

","Ao receber as escalas de trabalho, o NAA deve verificar se constam obrigatoriamente: o logotipo do HE, o nome da unidade, o mês e ano correspondente, o nome completo do empregado (preferencialmente sem abreviações), o número de matrícula SIAPE, o número de registro profissional, o cargo ocupado, o vínculo, a carga horária semanal e os intervalos. Além disso, o NAA deve verificar se o horário individual do empregado cadastrado no portal é o mesmo descrito na escala de trabalho, lançando no sistema SIGP apenas os horários excepcionais, DSR e dias sem jornada, e se foi contemplado um descanso semanal remunerado (DSR) no sétimo dia de trabalho.",Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.002 RECEBER E LANÇAR ESCALAS DE TRABALHO NO SISTEMA SIGP MENTORH.docx
186,"Todos os profissionais podem realizar escalas de plantão de 24x72?

",A realização de jornadas de 24 (vinte e quatro) horas consecutivas de trabalho por 72 (setenta e duas) horas de descanso é restrita a profissional médico por necessidade assistencial extrema.,Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.002 RECEBER E LANÇAR ESCALAS DE TRABALHO NO SISTEMA SIGP MENTORH.docx
187,"Como faço para solicitar uma folga eleitoral?

","Para solicitar folga por serviço prestado à Justiça Eleitoral, o servidor deve acessar o SEI UFPel com seu CPF e senha, clicar em “Iniciar Processo” e escolher o Tipo do Processo: “Pessoal: Dispensa por serviço prestado à Justiça Eleitoral (TRE)”. No campo “Especificação” deve ser digitado o nome do servidor e no campo “Nível de Acesso” deve ser selecionada a opção “restrito” com a hipótese legal, e após clicar em “Salvar”. Na próxima página deve ser selecionada a opção “Incluir Documento” e escolher o Tipo do Documento: “PROGEP: Requerimento de Benefícios”. Informar a data da folga que está sendo solicitada. Após o preenchimento deve clicar em “salvar” e “assinar” o documento. Para anexar a Declaração de Dispensa, deve ser selecionada a opção “Incluir Documento” e escolher o Tipo do Documento: “Externo”. Depois de preencher e assinar o formulário PROGEP: Requerimento de Benefícios e incluir o anexo com a Declaração de Dispensa, o servidor deve informar o número do processo para a chefia da Unidade que deverá assinar o documento; Após a assinatura da chefia, o servidor deve enviar o processo para a Seção de Apoio Administrativo – SAAD/PROGEP. Após enviar ao SAAD, o servidor deve acompanhar o processo para conferir se a folga foi autorizada e lançada pela PROGEP. A folga deve ser autorizada pela chefia e o processo enviado à SAAD ANTES da data prevista para o gozo da folga.",Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.003 SOLICITAR DISPENSA POR SERVIÇO PRESTADO À JUSTIÇA ELEITORAL - RJU.docx
188,"Como formalizar a troca de unidade ( lotação) por servidores no Hospital Escola? 

","Para formalizar o remanejamento interno de servidores RJU (Regime Jurídico Único) no Hospital Escola, siga os seguintes passos:

1.  A chefia de origem deve imprimir o formulário DIVGP – DASF – 001 Remanejamento Interno RJU, disponível no sistema ADS Hospitalar, aba documentos, pasta DIVGP / DASF.
2.  Preencher o formulário com os dados solicitados, incluindo a manifestação do servidor, da chefia imediata e da chefia de destino, informando a data do remanejamento e os horários que serão realizados pelo servidor.
3.  Após o preenchimento e assinatura dos envolvidos, o formulário deve ser entregue no Departamento de Apoio ao Servidor Federal (DivGP), com 15 dias de antecedência da efetiva mudança de lotação.
4.  No momento do recebimento do formulário, o responsável pelo Departamento de Apoio ao Servidor Federal deverá realizar as atualizações necessárias em seus controles internos.

Além disso, em caso de alteração na unidade de lotação, deve ser incluída a data final na permissão vigente no Sistema de Permissões EBSERH - SIP, e cadastrada nova permissão para o usuário, conforme as instruções:

*   Clicar em “Permissões” + “Nova”.
*   Preencher os campos: Orgão do Sistema (SEDE), Sistema (SEI), Orgão da Unidade (HE-UFPEL), Orgão do Usuário (HE-UFPEL), Perfil (Básica).
*   Cadastrar a Unidade do servidor e a sigla do servidor (nome.sobrenome) como Usuário.
*   Salvar.","Esta resposta foi formulada com base no(s) documento(s): POP.DIVGP.004 UTILIZAR O SISTEMA DE PERMISSÕES EBSERH - SIP.docx, POP.DIVGP.005 FORMALIZAR REMANEJAMENTO INTERNO DE SERVIDORES RJU.docx"
189,quem pode fazer as inspeções de OLA?,"As inspeções e avaliações de OLA são feitas exclusivamente por profissionais da USOST. As chefias dos locais ou serviços avaliados podem acompanhar as inspeções, ou designar outro profissional para tal.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.001 Inspecao de OLA.docx
190,o que fazer em relação da rotulagem dos produtos quimicos?,"A rotulagem do fabricante deve ser mantida na embalagem original dos produtos químicos utilizados em serviços de saúde. Todo recipiente contendo produto químico manipulado ou fracionado deve ser identificado de forma legível por etiqueta com o nome do produto, composição química, sua concentração, data de envase e de validade, e nome do responsável pela manipulação ou fracionamento. É proibido reutilizar as embalagens de produtos químicos.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.009 Trabalhos com produtos quimicos - rotulagem de embalagens.docx
191,o que fazer se eu me acidentar durante o uso de produtos quimicos?,"As ações de emergência pós exposição pessoal a produtos químicos variam de acordo com cada produto, por isso devem ser seguidas as instruções contidas em suas respectivas Fichas de Informação de Segurança de Produtos Químicos. O médico deverá ser consultado imediatamente ou o mais breve possível.",Esta resposta foi formulada com base no(s) documento(s): POP.USOST.008 Trabalhos com produtos quimicos - emergencia quimica.docx
192,Estou me sentindo ansioso e sobre carregado. como faço para pedir ajuda? ,Você pode entrar em contato com o enfermeiro de saúde mental através do e-mail sm.usost.he-ufpel@ebserh.gov.br ou pelo Ramal 5166 para solicitar atendimento e suporte especializado.,Esta resposta foi formulada com base no(s) documento(s): POP.USOST.012_PADRONIZAR CONDUTA PARA ATENDIMENTO PSICOSSOCIAL DO CANAL DE SAÚDE MENTAL.docx
